4.4149656604006475, 3.1761299798704035
4.588203173001331, 3.113138780454765
4.629294010375322, 3.0043645527011416
4.6288202357537145, 2.9130952559529932
4.593487582242331, 2.7937040513080285
4.5445247973093315, 2.7234422336608053
4.432877985517558, 2.6144961975279184
4.32132228422994, 2.523101949231214
4.195899564209902, 2.435202439558176
4.014808326151041, 2.3226679511402053
3.9034348458717334, 2.266377278515866
3.708476589080452, 2.1573375287215617
3.51351833228917, 2.0482977789272585
3.2351392978933946, 1.9181021700681185
3.0334935300971217, 1.8581996167433408
2.7835774171994285, 1.8614288333263271
2.6242251454319963, 1.9244356516855352
2.617883854342795, 2.040269641932555
2.6948175640514394, 2.1491766307065183
2.86905729219783, 2.2792550974888868
3.0293024469059837, 2.3882557999242673
3.09907487098803, 2.455030688419608
3.2385103865471363, 2.5675183200068705
3.3779094579045825, 2.6729852364596596
3.4963531133063324, 2.7538562215264397
3.6566711564178096, 2.876898354230766
3.747307885951395, 2.9507173862759335
3.9492269852601325, 3.0632753031092586
4.1647579938896575, 3.123193475377606
4.338578613716934, 3.172533718113535
